category,exposure_days,russia_count,ukraine_count,russia_rate_per_day,ukraine_rate_per_day,russia_rate_per_30_days,ukraine_rate_per_30_days,russia_exact_ci_low_per_day,russia_exact_ci_high_per_day,ukraine_exact_ci_low_per_day,ukraine_exact_ci_high_per_day,russia_wald_ci_low_per_day,russia_wald_ci_high_per_day,ukraine_wald_ci_low_per_day,ukraine_wald_ci_high_per_day,russia_score_ci_low_per_day,russia_score_ci_high_per_day,ukraine_score_ci_low_per_day,ukraine_score_ci_high_per_day,rate_ratio_russia_over_ukraine,rate_ratio_ci_low,rate_ratio_ci_high,conditional_poisson_p_value,significant_0_05
All categories,1555,22980,11154,14.778135,7.17299,443.344051,215.189711,14.587675,14.970461,7.040484,7.307364,14.587065,14.969205,7.039874,7.306107,14.588296,14.970444,7.041103,7.307348,2.060247,2.014172,2.107377,0.0,True
